claim,label
پرواز اژدها با فناوری هولوگرافی در مراسم افتتاحیه بیسبال در کره جنوبی!,mostly true
"ABD ve AB ülkeleri başta olmak üzere, birçok ülkede milli gelirin %10’unun üzerinde teşvik ve yardımlar açıklanmışken, Türkiye’de büyük bölümü vergi ertelemesi ve dolaylı desteklerden oluşan 100 milyar TL’lik ekonomik paketin milli gelire oranı sadece %2 düzeyindedir",mostly true
روزانه بین ۱۰ تا ۴۰ میلیون لیتر سوخت از کشور قاچاق می‌شود.,false
"Video suggeriert, der Grünen-Politiker Robert Habeck wolle ein System wie in China",mostly false
"2003’te hanehalkı borcunun gelire oranı yüzde 5,1 iken, bu oran 2014’ün ilk 6 ayında yüzde 54 oldu.",true
Türkiye'nin eğitimde 71 adalette 99'uncu sırada yer aldığı iddiası,mostly false
2013 yılı sonu itibariyle toplam 21 dağıtım bölgesinde 32 milyar kwh’lik bir enerji kaybımız söz konusu. Bu toplam 229 milyar kwh’lik brüt tüketimin neredeyse yüzde 15'ine yakın.,true
"2002’de yaklaşık 117 milyon olan fidan üretimimiz, 401 milyon adede kadar yükseldi. 2015 yılında da 333 milyon olarak gerçekleşti.",true
9 ile başlayan kimlik numaraları ve Suriyeliler'in oy kullanmasına ilişkin iddia,true
"Türkiye havacılıkta dünyada 11., Avrupa’da 5. sıraya yükseldi. THY Avrupa’nın 2. büyük şirketi haline geldi.",mostly true
Türkiye 1980’den bu yana dünyanın en büyük 20 ekonomisinden biridir.,true
"Coronavirus: Wuhan im Zentrum, 5G könnte Auslöser für Todesfälle sein",false
Durch Flüchtlinge eingeschleppt – Seuchenalarm durch Krätze-Epidemie in Querfurt.,false
Selena Gomez’in kolyesindeki haç TV8 tarafından sansürlendi iddiası,true
Bazı İsrail vatandaşlarının protesto için topluca Arapça dersi almaya başladığı iddiası,true
"Bizim görevde olduğumuz dönemde, benim bakanlıktan ayrıldığım dönemde Hazine yaklaşık yüzde 10 faizle borçlanıyordu. Enflasyon %7 idi.",mostly true
Enerjide siz (AK Parti hükümeti) gelmeden önce dışa bağımlılık oranımız... %67’ydi. Siz geldikten sonra 2012’yi söylüyorum... %72.,true
Pensilvanya'da Gülen'in evine giden yollarda AK Parti reklamları,true
Video zeigt leeres Krankenhaus für Covid-19-Patienten in Brasilien,false
Oberlausitzer Tafel: „Bedürftige Migranten“ schmeißen nicht halal-konforme Lebensmittel in den Müll,mostly false
Ankara Büyükşehir Belediyesi kardan Atatürk heykeli yaptırmadı,false
UN will Pädophilie legalisieren,mostly false
در برخی سال‌های اخیر دختران توانسته‌اند تا ۶۰درصد ورودی دانشگاه‌ها را از آن خود کنند,mostly true
Sosyal yardımları yıllık 2 milyar liradan 38 milyar liraya çıkarttık.,mostly true
سالانه ۱۷ هزار نفر در تصادفات جاده‌ای ایران کشته می‌شوند.,true
Video auf Facebook: bei den angreifern soll es sich um libanesen handeln. tatort soll gelsenkirchen sein!,mostly true
"15 Temmuz’dan itibaren kendi ligimizde parası (dolar karşısında) en hızlı değer kaybeden 2’nci ülke Türkiye, 1’inci de Meksika.",mostly true
Türkiye’de yargıya güven önceleri yüzde 60-70’lerdeyken şimdilerde yüzde 20’lerin altına düşmüştür.,mostly true
وزارت بهداشت کانادا گفته برای پیشگیری از کرونا آب بنوشید.,false
"Angeblicher Fyler „Kein Sex mit Nazi“, gefördert durch Bundesfamilienministerium",mostly true
"1 milyon kişi başına düşen üniversite sayısı Türkiye'de 2,2 iken, bu sayı ABD, Danimarka, Malezya, Polonya, İsviçre ve Norveç'te 10'u geçmiştir.",mostly true
Halal-Schlachtung im Multikultiviertel. Polizei stürmt Wohnung.,mostly true
"''(Tasarruf oranları) Çin'de yüzde 52, Hindistan'da yüzde 35, AB'de ülkeye göre yüzde 22, 23, 24 olan tasarruf oranlarının Türkiye'de ise halen yüzde 13.4''",mostly true
Der Retter-Flüchtling aus Frankreich war professioneller Fassaden-Einbrecher,false
"Kanal İstanbul için merkezi hükumetin harcayacağı para, Çevre ve Şehircilik Bakanlığı’nın depremden bu ülkeyi kurtaracak kentsel dönüşüme ayırdığı paranın tam 7 katıdır",true
"Türkiye’nin önümüzdeki 12 ay içerisinde ödenmesi gereken dış borcu haziran sonu itibarıyla 171,4 milyar dolara yükseldi. Sadece ağustos ayında TL’nin değer kaybı nedeniyle bu borcun halka maliyeti 70 milyar TL arttı",true
Spritzen in Bus- und Bahnsitzen stechen und infizieren Menschen,mostly false
مراجع نظارتی موثری برای بررسی صلاحیت نامزدهای افغانستانی وجود دارد. در انتخابات اخیر صلاحیت برخی نامزدها از جمله تعدادی از نمایندگان فعلی تایید نشد.,mostly false
Linke und Grüne boykottierten Schweigeminute für getöteten Buben,mostly true
"2 sene önce 1 dolar 4,60 liraymış. Bugün 6,85’ten işlem görüyor. Yani iki senede Türk Lirası %50 değer kaybetmiş",false
"Die Seite „jungefreiheit.de” schreibt, Mohammed sei der beliebteste Jungenvorname 2017 in Bremen.",mostly true
"Büyüme koalisyon dönemlerinde ortalama yüzde 4, tek parti dönemlerinde ise yüzde 5,5.",false
"Emeklilerin yüzde 80'ine yakınını 55 ve yukarı yaştakiler oluşturuyor…Türkiye'de emeklilikte ortalama ömür beklentisi 17,5 yıl. OECD ve Avrupa ortalamasının oldukça altında. Emeklilikte ortalama ömür beklentisi Fransa'da 25 yıl, Yunanistan'da 24 yıldır.",true
Dank Familiennachzug: Syrer holt 31 Verwandte nach – bisher aufgelaufene Kosten 700.000 Euro,mostly false
"Video zeigt, wie Muslime in Paris Chaos erzeugen.",false
Pfingstrose sollen Traditionsrosen heißen.,mostly false
"Wer den Link teilt, bekommt einen 250-Euro-Gutschein von Rewe oder Edeka",false
Barış Pınarı Harekatı'nda askerin küçük çocuğa çikolata verdiği iddiası,false
Daha önce 11-12 milyon civarında turist gelirken AK Parti'nin ülkeyi marka haline getirmesinin neticesinde bunu 36 milyona ulaştırdık.,mostly true
Safiye İnci'ye ait olduğu iddia edilen fotoğraflar,false
Ein Bild von toten Hunden soll die „Fußball-WM 2018 in Russland“ zeigen.,false
"(Küresel ısınmanın Türkiye üzerine etkisi hakkında) Türkiye genelinde yağış miktarı geçen yıl ortalamalarına göre yüzde 37,5 oranında azaldı",mostly true
MEB kitabında yer alan örtülü ve örtüsüz kadın görsellerine dair iddia,true
Kadına yönelik şiddetin %1400 oranında artmasıyla ödüyoruz.,mostly false
"Gaziantep’te 200 bin Suriyeli var. 34, 35 bini kamplarda kalıyor geri kalanı şehirde dolaşıyor. Gaziantep’in kabul edebileceği sınır aşılmıştır.",true
"Die Corona-Maßnahmen der Regierung waren unnötig und unwirksam, das zeigt die Reproduktionszahl des Virus",mostly false
"Peter Tauber schrieb: „Wenn Sie etwas ordentliches gelernt haben, dann brauchen Sie keine drei Minijobs“",mostly false
"2002'de 9'a 1 derece kademe öğretmen 635 lira alıyordu, bu 378 dolardı. Şimdi öğretmene 1.058 dolar veriyoruz. Dolar bazında artış yaklaşık 3 kat. Bu nedenle öğretmenin mali haklarının iyileştirilmediği iddiası doğru değildir.",mostly true
Robert Geiss hat in der TV-Sendung Late Night Berlin von einer neuen „Cryptocurrency-Investmentplattform“ geschwärmt,false
Sebastian Kurz verbietet George Soros Operation in Österreich.,false
Cumhurbaşkanı ve bakanların aldıkları bayram ikramiyesini gösteren liste iddiası,mostly false
MEB’in Almanca ders kitabında bir kadının montajla başörtülü gösterildiği iddiası,true
Statistikerin warnt vor extremer Fehlerquote: Jeder zweite positive Corona-Test ist falsch,mostly true
"Türkiye'de lezbiyen, gay, biseksüel ve transları (LGBT) hedef alan ayrımcılık ve şiddet giderek artıyor",true
Linke und Grüne boykottierten Schweigeminute für getöteten Buben,mostly true
Erdoğan'ın iktidarında 52 milyar dolarlık devlet mülkü satıldı.,true
Türkiye’ye Avrupa ülkeleri başta olmak üzere dünyanın dört bir yanından sağlık hizmeti için insanlar geliyor.,true
Türkiye’de bugün 3 milyon işsiz var. Bunların 1 milyonu üniversite mezunu.,mostly true
سیاستمداران و رسانه‌های اروپا حاضر نشدند از واژه «تروریستی» برای جنایت نیوزیلند استفاده کنند.,false
"(Ekonomik büyüklük açısından)...zaten eskiden beri ilk 20’deydik ama 84’te ilk 20’nin 13’üncü, 14’üncü sıralarındaydık, şimdi 17’nci sırasındayız.",mostly false
Buluşmanın belgesi değil Abant Platformu Toplantısı'ndan hatıra fotoğrafı,false
A Haber'in '4 bin 600 yıllık cami taşınıyor' alt bandı kullandığı iddiası,true
Geçtiğimiz 16 yılda 605 bin 450 yeni öğretmen ataması yaparak bu rakamı 920 binin üzerine çıkardık.,true
CHP'li Öztürk Yılmaz 'ABD tüm Türkiye'yi değil AK Partilileri cezalandırsın' dedi,false
okuma yazma oranınımız neredeyse yüzde 100'lere yaklaştı,mostly true
پرواز اژدها با فناوری هولوگرافی در مراسم افتتاحیه بیسبال در کره جنوبی!,mostly true
Grönlands grösster Gletscher wächst plötzlich und Eisfläche des Südpols ist stark gewachsen - Klimatologen der NASA lagen falsch,mostly false
"Tarımsal ham maddede ithalat, ihracatın 6 katına ulaştı.",true
"Vatandaş sanıyor ki biz, önümüze gelen her proje için ÇED raporuna olumlu yanıt veriyoruz. Böyle bir algı var. Ancak aslında hiç de öyle değil.",false
"İstanbul dünyanın en çok nüfusa sahip 15. kenti, GSYH’nin dörtte birini üreten, vergilerin %40'ını veren, tek başına bir ülke olsaydı dünyanın en büyük 25-30 ekonomisinden biri olurdu.",mostly true
Jens Spahn erklärt Organe zum Staatseigentum,false
"Krizdeki Arjantin Peso’sundan sonra, en fazla değer kaybeden para birimine sahibiz.",true
Alman Federal Meclisi'nin çoğunluğunun alınan karar (soykırım tasarısı) sırasında mecliste bulunmamasını da önemsiyoruz.,false
"Yenilenebilir enerji kaynaklarından elektrik üretiminde, yüzde 31’lik artışla, Avrupa başta olmak üzere birçok ülkeyi geride bıraktık.",mostly true
"ABD ve AB ülkeleri başta olmak üzere, birçok ülkede milli gelirin %10’unun üzerinde teşvik ve yardımlar açıklanmışken, Türkiye’de büyük bölümü vergi ertelemesi ve dolaylı desteklerden oluşan 100 milyar TL’lik ekonomik paketin milli gelire oranı sadece %2 düzeyindedir",mostly true
Massenproteste gegen Macron lassen nicht nach – 250.000 Menschen erneut auf den Straßen,mostly false
اسراییل با داشتن زرادخانه هسته‌ای، دیگران را به نابودی با سلاح هسته‌ای تهدید می‌کند.,mostly true
اولین مراکزی که برای تعطیلی اجتماعات به دلیل کرونا اعلام آمادگی کردند، نهادهای مرتبط با روحانیت و مراکز مذهبی بود.,false
İzmir’e şimdiye kadar 28 milyar TL yatırım yapmışız,false
"Bu dönemde Türkiye’nin Avrupa’ya yüzde 57 olan ihracatı yüzde 37’ye düştü, etrafındaki ülkelerle ihracatı yüzden 8’den yüzde 33’e yükseldi",mostly true
کودکان به ویروس کرونا مبتلا نمی‌شوند.,false
"Bugün Türkiye asgari ücretiyle, maaşıyla her şeyiyle çok çok ülkeleri geride bırakmış bir Türkiye var",true
Video küçük kuzeni sınav belgesi yerine boş kağıt verdiği için YKS'ye giremeyen genci göstermiyor,false
"Teknolojik yatırımlara çok geriden başlayan ülkemizde, 2016 yılı verilerine baktığımızda yüksek teknolojili ürünlerin imalat sanayi ihracatımızdaki payının sadece %3,5 olduğu görülmektedir.",true
"Suriye’den gelen 247 bin kişi kampta, 500 bin civarında kişi de yurt içine dağılmış vaziyette",mostly true
"1986 yılında nükleerin elektrik üretimindeki payı yüzde 16’ydı, bugün yüzde 11’e düştü.",mostly true
Fotoğrafın Vladimir Putin'i gazeteci kılığında ajanlık yaparken gösterdiği iddiası,false
Avrupa İnsan Hakları Mahkemesi’nde düşünce ve ifade özgürlüğünden en fazla mahkûm olan ülke Türkiye.,true
"Angeblicher Fyler „Kein Sex mit Nazi“, gefördert durch Bundesfamilienministerium",mostly true
"Dünya genelinde elektrikte kayıp kaçak oranları yüzde 3 düzeyinde, Türkiye'de de bu oran yüzde 2,5.",mostly false
'Kadınlar insan değil memeli hayvan' haberi parodi,false
"Finanzminister will 78 Milliarden für Migranten ausgeben. Davon sollen 31 Milliarden nicht den hier lebenden Migranten zukommen, sondern Familienangehörige, die noch in den zumeist muslimischen Herkunftsländern leben.",false
(Ekonomik büyüklük açısından)Türkiye’de 2000 yılında dünyanın 18’nci ülkesi. 2014’de 19’ncu ülkesi.,mostly true
"580 Meter lange Strasse in Hamburg für Diesel gesperrt, Ausweichroute 3,4 Kilometer lang",mostly true
DÜZELTİLDİ: Referandum için Bavyera Devlet Opera Binası'na Hayır bayrağı asıldı iddiası,mostly false
„AfD-Politikerin Alice Weidel tritt nach Strache-Video zurück“,false
۲ درصد از کل صفحات وب دنیا به زبان فارسی‌ است و در این حوزه زبان فارسی از عربی و چینی پیشی گرفته است,mostly true
Çin'in Doğu Türkistan politikalarının araştırılması önergesinin AK Parti oylarıyla reddedildiği iddiası,true
Weltweit wurde Covid-19 aufgrund eines schwerwiegenden Diagnosefehlers falsch behandelt,mostly false
(Ekonomik büyüklük açısından)Türkiye’de 2000 yılında dünyanın 18’nci ülkesi. 2014’de 19’ncu ülkesi.,mostly true
Hollanda'da evden çalışanların sabit masraflarını işverenlerin karşıladığı iddiası,mostly false
War es wieder ein islamischer Flüchtling? Wieder ein Mädchen (15) verschwunden.,false
Neunjähriger Migrant greift in Chemnitz Mitschüler mit Messer an,mostly false
Soruların bekçi alımı için yapılan sınavda sorulduğu iddiası,true
"Geçen 2 yılda ekonomi %6,5 oranında küçüldü.",mostly true
Hanehalkı borçlanması 60 katına çıkmış.,mostly true
Bir milyon 350 bin Suriyeli var ve hiçbir kontrol ve kayıt yok,mostly true
ویدیویی که جمعیت کم مقابل جایگاه سخنرانی حسن روحانی در مراسم ۲۲بهمن امسال (۱۳۹۸) را نشان می‌دهد.,true
Amazon'da Türk bayraklı klozet takımlarının satıldığı iddiası,true
Coronavirus: Wolfgang Gedeon verbreitet irreführende Biowaffen-Theorie in Landtag,mostly false
80 yılda yapılan 58 fen lisesi sayısını 302´ye çıkardık.,mostly true
"Birçok Avrupa ülkesinde seçilme yaşı 18, bazılarında 21 ve 23. Ancak genelde 18",true
Zitate von AfD-Politikern und AfD-Mitarbeitern,mostly true
"(son bir yılda) Bebek mamaları yüzde 100, pişik kremleri ise yüzde 70 zamlandı.",mostly false
Hollanda’daki yoksul sayısı ve yoksulluk oranındaki değişime dair iddialar,mostly false
Kalkınma Bakanlığı olarak üniversitelere yatırımların ödeneklerinden sorumluyuz. Doğu ve Güneydoğu’yu farklı bir yere koyduk.,mostly false
"Yaklaşık 300 bin yurttaşımız her yıl bu şekilde gezici, mevsimlik işçi olarak Türkiye'yi dolaşıyorlar",mostly true
"Türkiye'de, 2015'te nişasta bazlı şekerin üretim kotası yüzde 30 arttırıldı. AB'de ise kota yüzde 2-3 oranında.",mostly false
Erdoğan'ın 1993 yılında başkanlık sistemi için Bir özentinin sonucu dediği iddiası doğru,true
ES DROHEN HOHE BUSSGELDER: 43 MILLIONEN DEUTSCHE MÜSSEN IHREN FÜHRERSCHEIN UMTAUSCHEN,mostly true
"Frankreich: Polizei und Medien verschweigen Mordfall über 2 Monate, Täter auf freiem Fuß",mostly false
"5 yıl önce 80 bin olan ücretli çalışan 65 yaş ve üstü vatandaşların sayısı, yüzde 77,5 arttı.",true
Üniversite mezunu her dört gençten biri işsiz.,mostly true
Diese Bilder zeigen aktuelle Brände im Amazonasgebiet.,false
130 Millionen Tote: ZDF rottet zwei Fünftel der USA aus,false
Mersin İl Müftülüğü'ne çocuk evlendirme dairesi pankartı asıldığı iddiası,mostly false
"'İstihdamı artıracağız' dediler, işsizlik rekoru kırdılar.",mostly true
Rentensystem und Wohneigentumsquote in Deutschland deutlich schlechter als in Italien und Frankreich,mostly false
